,traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
10983,3319,,255.86,0.0,0.0,1,Clear,sky is clear,02-03-2014 18:00
10984,2676,,254.64,0.0,0.0,1,Clear,sky is clear,02-03-2014 19:00
10985,2090,,253.89,0.0,0.0,1,Clear,sky is clear,02-03-2014 20:00
10986,1810,,253.27,0.0,0.0,1,Clear,sky is clear,02-03-2014 21:00
10987,1401,,252.77,0.0,0.0,1,Clear,sky is clear,02-03-2014 22:00
10988,2542,,251.39,0.0,0.0,1,Clear,sky is clear,02-03-2014 23:00
10989,925,,250.77,0.0,0.0,1,Clear,sky is clear,03-03-2014 00:00
10990,351,,250.57,0.0,0.0,1,Clear,sky is clear,03-03-2014 01:00
10991,263,,249.38,0.0,0.0,1,Clear,sky is clear,03-03-2014 02:00
10992,359,,248.88,0.0,0.0,1,Clear,sky is clear,03-03-2014 03:00
10993,778,,248.25,0.0,0.0,1,Clear,sky is clear,03-03-2014 04:00
10994,2502,,248.57,0.0,0.0,20,Clouds,few clouds,03-03-2014 05:00
10995,5264,,248.72,0.0,0.0,40,Clouds,scattered clouds,03-03-2014 06:00
10996,6158,,249.39,0.0,0.0,75,Clouds,broken clouds,03-03-2014 07:00
10997,5309,,251.29,0.0,0.0,75,Clouds,broken clouds,03-03-2014 08:00
10998,4751,,252.15,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 09:00
10999,4136,,254.27,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 10:00
11000,4311,,255.4,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 11:00
11001,4437,,256.9,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 12:00
11002,4494,,258.15,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 13:00
11003,4896,,259.43,0.0,0.0,75,Clouds,broken clouds,03-03-2014 14:00
11004,5404,,260.02,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 15:00
11005,6088,,260.15,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 16:00
11006,5670,,260.29,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 17:00
11007,4091,,260.15,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 18:00
11008,2786,,259.9,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 19:00
11009,2471,,259.53,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 20:00
11010,2920,,259.4,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 21:00
11011,2647,,259.53,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 22:00
11012,967,,259.78,0.0,0.0,90,Clouds,overcast clouds,03-03-2014 23:00
11013,502,,259.9,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 00:00
11014,315,,259.77,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 01:00
11015,237,,259.77,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 02:00
11016,369,,259.65,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 03:00
11017,823,,259.65,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 04:00
11018,2604,,259.65,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 05:00
11019,5417,,259.77,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 06:00
11020,5273,,259.9,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 07:00
11021,5464,,260.15,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 08:00
11022,5100,,261.15,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 09:00
11023,4239,,262.15,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 10:00
11024,4553,,263.15,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 11:00
11025,4658,,264.15,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 12:00
11026,4708,,264.65,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 13:00
11027,5234,,264.81,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 14:00
11028,2718,,264.9,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 20:00
11029,2384,,264.58,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 21:00
11030,1428,,264.58,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 22:00
11031,975,,264.58,0.0,0.0,90,Clouds,overcast clouds,04-03-2014 23:00
11032,505,,264.29,0.0,0.0,90,Clouds,overcast clouds,05-03-2014 00:00
11033,316,,264.44,0.0,0.0,90,Clouds,overcast clouds,05-03-2014 01:00
11034,211,,264.29,0.0,0.0,90,Clouds,overcast clouds,05-03-2014 02:00
11035,365,,263.86,0.0,0.0,90,Clouds,overcast clouds,05-03-2014 03:00
11036,785,,263.86,0.0,0.0,90,Clouds,overcast clouds,05-03-2014 04:00
11037,2698,,262.77,0.0,0.0,75,Clouds,broken clouds,05-03-2014 05:00
11038,5699,,261.02,0.0,0.0,40,Clouds,scattered clouds,05-03-2014 06:00
11039,5992,,260.77,0.0,0.0,75,Clouds,broken clouds,05-03-2014 07:00
11040,5849,,261.86,0.0,0.0,20,Clouds,few clouds,05-03-2014 08:00
11041,4911,,263.58,0.0,0.0,20,Clouds,few clouds,05-03-2014 09:00
11042,4417,,264.89,0.0,0.0,20,Clouds,few clouds,05-03-2014 10:00
11043,4557,,266.29,0.0,0.0,1,Clear,sky is clear,05-03-2014 11:00
11044,4768,,267.15,0.0,0.0,20,Clouds,few clouds,05-03-2014 12:00
11045,4915,,268.03,0.0,0.0,1,Clear,sky is clear,05-03-2014 13:00
11046,5178,,268.73,0.0,0.0,1,Clear,sky is clear,05-03-2014 14:00
11047,5760,,268.87,0.0,0.0,20,Clouds,few clouds,05-03-2014 15:00
11048,6350,,268.72,0.0,0.0,1,Clear,sky is clear,05-03-2014 16:00
11049,6199,,268.15,0.0,0.0,20,Clouds,few clouds,05-03-2014 17:00
11050,4659,,266.72,0.0,0.0,20,Clouds,few clouds,05-03-2014 18:00
11051,3195,,265.72,0.0,0.0,1,Clear,sky is clear,05-03-2014 19:00
11052,3271,,264.86,0.0,0.0,1,Clear,sky is clear,05-03-2014 20:00
11053,2341,,264.52,0.0,0.0,1,Clear,sky is clear,05-03-2014 21:00
11054,1841,,264.43,0.0,0.0,1,Clear,sky is clear,05-03-2014 22:00
11055,1445,,263.39,0.0,0.0,20,Clouds,few clouds,05-03-2014 23:00
11056,583,,263.29,0.0,0.0,20,Clouds,few clouds,06-03-2014 00:00
11057,341,,263.01,0.0,0.0,20,Clouds,few clouds,06-03-2014 01:00
11058,249,,263.02,0.0,0.0,75,Clouds,broken clouds,06-03-2014 02:00
11059,371,,262.91,0.0,0.0,40,Clouds,scattered clouds,06-03-2014 03:00
11060,804,,263.41,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 04:00
11061,2734,,263.41,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 05:00
11062,5853,,263.53,0.0,0.0,1,Clear,sky is clear,06-03-2014 06:00
11063,6499,,264.28,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 07:00
11064,5582,,264.9,0.0,0.0,75,Clouds,broken clouds,06-03-2014 08:00
11065,5055,,265.9,0.0,0.0,75,Clouds,broken clouds,06-03-2014 09:00
11066,4405,,267.29,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 10:00
11067,4676,,268.15,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 11:00
11068,4932,,269.3,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 12:00
11069,4929,,269.66,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 13:00
11070,5602,,270.3,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 14:00
11071,5993,,270.3,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 15:00
11072,6541,,270.3,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 16:00
11073,6232,,270.03,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 17:00
11074,4623,,269.78,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 18:00
11075,3216,,269.4,0.0,0.0,90,Clouds,overcast clouds,06-03-2014 19:00
11076,3088,,269.4,0.0,0.0,75,Clouds,broken clouds,06-03-2014 20:00
11077,2883,,268.78,0.0,0.0,20,Clouds,few clouds,06-03-2014 21:00
11078,2177,,268.28,0.0,0.0,1,Clear,sky is clear,06-03-2014 22:00
11079,1926,,268.53,0.0,0.0,75,Clouds,broken clouds,06-03-2014 23:00
11080,690,,269.29,0.0,0.0,1,Clear,sky is clear,07-03-2014 00:00
11081,368,,269.78,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 01:00
11082,315,,270.53,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 02:00
11083,406,,270.53,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 03:00
11084,754,,270.78,0.0,0.0,75,Clouds,broken clouds,07-03-2014 04:00
11085,2472,,271.03,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 05:00
11086,5340,,271.03,0.0,0.0,75,Clouds,broken clouds,07-03-2014 06:00
11087,6342,,271.03,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 07:00
11088,5515,,272.15,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 08:00
11089,4982,,273.02,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 09:00
11090,4550,,273.39,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 10:00
11091,4912,,273.14,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 11:00
11092,5248,,272.77,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 12:00
11093,5248,,272.52,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 13:00
11094,5607,,272.02,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 14:00
11095,5839,,272.02,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 15:00
11096,6644,,271.65,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 16:00
11097,5809,,271.4,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 17:00
11098,4753,,270.9,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 18:00
11099,3528,,270.77,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 19:00
11100,2838,,270.02,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 20:00
11101,3130,,269.39,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 21:00
11102,2699,,268.64,0.0,0.0,40,Clouds,scattered clouds,07-03-2014 22:00
11103,2624,,268.64,0.0,0.0,90,Clouds,overcast clouds,07-03-2014 23:00
11104,1905,,268.64,0.0,0.0,90,Clouds,overcast clouds,08-03-2014 00:00
11105,776,,267.89,0.0,0.0,90,Clouds,overcast clouds,08-03-2014 01:00
11106,589,,267.01,0.0,0.0,90,Clouds,overcast clouds,08-03-2014 02:00
11107,437,,266.14,0.0,0.0,90,Clouds,overcast clouds,08-03-2014 03:00
11108,433,,265.01,0.0,0.0,20,Clouds,few clouds,08-03-2014 04:00
11109,775,,264.42,0.0,0.0,20,Clouds,few clouds,08-03-2014 05:00
11110,1316,,263.42,0.0,0.0,1,Clear,sky is clear,08-03-2014 06:00
11111,2436,,262.71,0.0,0.0,20,Clouds,few clouds,08-03-2014 07:00
11112,3358,,264.14,0.0,0.0,20,Clouds,few clouds,08-03-2014 08:00
11113,4139,,265.52,0.0,0.0,20,Clouds,few clouds,08-03-2014 09:00
11114,4449,,267.02,0.0,0.0,20,Clouds,few clouds,08-03-2014 10:00
11115,4967,,268.15,0.0,0.0,20,Clouds,few clouds,08-03-2014 11:00
11116,5177,,269.29,0.0,0.0,20,Clouds,few clouds,08-03-2014 12:00
11117,4821,,270.27,0.0,0.0,20,Clouds,few clouds,08-03-2014 13:00
11118,5455,,270.27,0.0,0.0,20,Clouds,few clouds,08-03-2014 14:00
11119,5458,,270.72,0.0,0.0,20,Clouds,few clouds,08-03-2014 15:00
11120,5013,,270.58,0.0,0.0,75,Clouds,broken clouds,08-03-2014 16:00
11121,4590,,270.15,0.0,0.0,20,Clouds,few clouds,08-03-2014 17:00
11122,4529,,268.72,0.0,0.0,1,Clear,sky is clear,08-03-2014 18:00
11123,3916,,267.14,0.0,0.0,1,Clear,sky is clear,08-03-2014 19:00
11124,3231,,266.64,0.0,0.0,1,Clear,sky is clear,08-03-2014 20:00
11125,4122,,265.77,0.0,0.0,1,Clear,sky is clear,08-03-2014 21:00
11126,3698,,265.27,0.0,0.0,1,Clear,sky is clear,08-03-2014 22:00
11127,1974,,264.77,0.0,0.0,1,Clear,sky is clear,08-03-2014 23:00
11128,1220,,264.65,0.0,0.0,1,Clear,sky is clear,09-03-2014 00:00
11129,785,,264.39,0.0,0.0,1,Clear,sky is clear,09-03-2014 01:00
11130,442,,264.9,0.0,0.0,1,Clear,sky is clear,09-03-2014 03:00
11131,433,,265.65,0.0,0.0,1,Clear,sky is clear,09-03-2014 04:00
11132,494,,266.15,0.0,0.0,75,Clouds,broken clouds,09-03-2014 05:00
11133,815,,267.52,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 06:00
11134,1034,,268.86,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 07:00
11135,1663,,269.59,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 08:00
11136,2497,,270.87,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 09:00
11137,3153,,272.28,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 10:00
11138,3789,,274.02,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 11:00
11139,4313,,275.9,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 12:00
11140,4542,,277.15,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 13:00
11141,4725,,278.78,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 14:00
11142,4787,,279.28,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 15:00
11143,4850,,279.28,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 16:00
11144,4298,,279.4,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 17:00
11145,3950,,279.15,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 18:00
11146,3230,,278.58,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 19:00
11147,2778,,277.27,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 20:00
11148,2516,,277.27,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 21:00
11149,4092,,276.9,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 22:00
11150,1238,,276.28,0.0,0.0,90,Clouds,overcast clouds,09-03-2014 23:00
11151,656,,276.4,0.0,0.0,75,Clouds,broken clouds,10-03-2014 00:00
11152,347,,275.65,0.0,0.0,75,Clouds,broken clouds,10-03-2014 01:00
11153,302,,274.52,0.0,0.0,20,Clouds,few clouds,10-03-2014 02:00
11154,374,,273.78,0.0,0.0,20,Clouds,few clouds,10-03-2014 03:00
11155,854,,274.53,0.0,0.0,1,Clear,sky is clear,10-03-2014 04:00
11156,2478,,275.72,0.0,0.0,1,Clear,sky is clear,10-03-2014 05:00
11157,5147,,276.01,0.0,0.0,1,Clear,sky is clear,10-03-2014 06:00
11158,6141,,276.58,0.0,0.0,20,Clouds,few clouds,10-03-2014 07:00
11159,5359,,276.28,0.0,0.0,40,Clouds,scattered clouds,10-03-2014 08:00
11160,4749,,278.44,0.0,0.0,40,Clouds,scattered clouds,10-03-2014 09:00
11161,4122,,280.58,0.0,0.0,40,Clouds,scattered clouds,10-03-2014 10:00
11162,4362,,281.65,0.0,0.0,40,Clouds,scattered clouds,10-03-2014 11:00
11163,4606,,281.77,0.0,0.0,75,Clouds,broken clouds,10-03-2014 12:00
11164,4739,,282.29,0.0,0.0,75,Clouds,broken clouds,10-03-2014 13:00
11165,5045,,282.15,0.0,0.0,1,Clear,sky is clear,10-03-2014 14:00
11166,5630,,282.72,0.0,0.0,1,Clear,sky is clear,10-03-2014 15:00
11167,6260,,282.15,0.0,0.0,1,Clear,sky is clear,10-03-2014 16:00
11168,5915,,282.01,0.0,0.0,90,Clouds,overcast clouds,10-03-2014 17:00
11169,4569,,281.14,0.0,0.0,90,Clouds,overcast clouds,10-03-2014 18:00
11170,3222,,280.15,0.0,0.0,90,Clouds,overcast clouds,10-03-2014 19:00
11171,2531,,279.58,0.0,0.0,75,Clouds,broken clouds,10-03-2014 20:00
11172,2072,,279.29,0.0,0.0,90,Clouds,overcast clouds,10-03-2014 21:00
11173,3146,,278.58,0.0,0.0,90,Clouds,overcast clouds,10-03-2014 22:00
11174,1451,,278.15,0.0,0.0,90,Clouds,overcast clouds,10-03-2014 23:00
11175,616,,277.65,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 00:00
11176,426,,278.15,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 01:00
11177,278,,277.96,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 02:00
11178,389,,277.66,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 03:00
11179,823,,277.17,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 04:00
11180,2615,,276.62,0.51,0.0,90,Rain,light rain,11-03-2014 05:00
11181,5338,,276.57,0.25,0.0,90,Rain,light rain,11-03-2014 06:00
11182,6418,,276.35,0.25,0.0,90,Rain,light rain,11-03-2014 07:00
11183,5297,,275.96,0.51,0.0,90,Rain,light rain,11-03-2014 08:00
11184,4871,,276.04,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 09:00
11185,4278,,276.35,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 10:00
11186,4577,,276.85,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 11:00
11187,4717,,277.27,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 12:00
11188,4856,,277.83,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 13:00
11189,5124,,278.39,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 14:00
11190,5665,,278.69,0.0,0.0,90,Clouds,overcast clouds,11-03-2014 15:00
11191,6367,,278.7,0.0,0.0,75,Clouds,broken clouds,11-03-2014 16:00
11192,6120,,278.41,0.0,0.0,75,Clouds,broken clouds,11-03-2014 17:00
11193,4565,,277.47,0.0,0.0,75,Clouds,broken clouds,11-03-2014 18:00
11194,3230,,276.47,0.0,0.0,75,Clouds,broken clouds,11-03-2014 19:00
11195,2839,,275.31,0.0,0.0,75,Clouds,broken clouds,11-03-2014 20:00
11196,2679,,274.56,0.0,0.0,40,Clouds,scattered clouds,11-03-2014 21:00
11197,3751,,273.55,0.0,0.0,20,Clouds,few clouds,11-03-2014 22:00
11198,1175,,272.72,0.0,0.0,20,Clouds,few clouds,11-03-2014 23:00
11199,550,,271.82,0.0,0.0,20,Clouds,few clouds,12-03-2014 00:00
11200,334,,270.65,0.0,0.0,20,Clouds,few clouds,12-03-2014 01:00
11201,237,,269.86,0.0,0.0,20,Clouds,few clouds,12-03-2014 02:00
11202,369,,268.99,0.0,0.0,20,Clouds,few clouds,12-03-2014 03:00
11203,809,,268.02,0.0,0.0,20,Clouds,few clouds,12-03-2014 04:00
11204,2613,,266.66,0.0,0.0,20,Clouds,few clouds,12-03-2014 05:00
11205,5548,,265.9,0.0,0.0,1,Clear,sky is clear,12-03-2014 06:00
11206,6383,,265.26,0.0,0.0,20,Clouds,few clouds,12-03-2014 07:00
11207,5694,,264.77,0.0,0.0,20,Clouds,few clouds,12-03-2014 08:00
11208,5306,,265.44,0.0,0.0,20,Clouds,few clouds,12-03-2014 09:00
11209,4535,,266.47,0.0,0.0,1,Clear,sky is clear,12-03-2014 10:00
11210,4785,,267.21,0.0,0.0,40,Clouds,scattered clouds,12-03-2014 11:00
11211,4824,,268.34,0.0,0.0,75,Clouds,broken clouds,12-03-2014 12:00
11212,4815,,269.15,0.0,0.0,75,Clouds,broken clouds,12-03-2014 13:00
11213,5378,,269.94,0.0,0.0,75,Clouds,broken clouds,12-03-2014 14:00
11214,5818,,270.29,0.0,0.0,75,Clouds,broken clouds,12-03-2014 15:00
11215,6462,,270.67,0.0,0.0,40,Clouds,scattered clouds,12-03-2014 16:00
11216,6039,,270.77,0.0,0.0,20,Clouds,few clouds,12-03-2014 17:00
11217,4631,,270.57,0.0,0.0,20,Clouds,few clouds,12-03-2014 18:00
11218,3368,,269.85,0.0,0.0,20,Clouds,few clouds,12-03-2014 19:00
11219,2803,,269.4,0.0,0.0,40,Clouds,scattered clouds,12-03-2014 20:00
11220,2288,,268.8,0.0,0.0,75,Clouds,broken clouds,12-03-2014 21:00
11221,2456,,267.48,0.0,0.0,40,Clouds,scattered clouds,12-03-2014 22:00
11222,2451,,266.88,0.0,0.0,1,Clear,sky is clear,12-03-2014 23:00
11223,634,,266.56,0.0,0.0,20,Clouds,few clouds,13-03-2014 00:00
11224,373,,266.52,0.0,0.0,20,Clouds,few clouds,13-03-2014 01:00
11225,241,,267.63,0.0,0.0,75,Clouds,broken clouds,13-03-2014 02:00
11226,386,,268.42,0.0,0.0,90,Clouds,overcast clouds,13-03-2014 03:00
11227,841,,269.72,0.0,0.0,90,Clouds,overcast clouds,13-03-2014 04:00
11228,2623,,269.57,0.0,0.0,90,Clouds,overcast clouds,13-03-2014 05:00
11229,5446,,269.3,0.0,0.0,75,Clouds,broken clouds,13-03-2014 06:00
11230,6331,,268.78,0.0,0.0,20,Clouds,few clouds,13-03-2014 07:00
11231,5626,,269.15,0.0,0.0,1,Clear,sky is clear,13-03-2014 08:00
11232,5068,,271.03,0.0,0.0,1,Clear,sky is clear,13-03-2014 09:00
11233,4492,,274.29,0.0,0.0,1,Clear,sky is clear,13-03-2014 10:00
11234,4803,,276.15,0.0,0.0,1,Clear,sky is clear,13-03-2014 11:00
11235,5104,,278.01,0.0,0.0,1,Clear,sky is clear,13-03-2014 12:00
11236,5055,,279.78,0.0,0.0,1,Clear,sky is clear,13-03-2014 13:00
11237,5419,,280.53,0.0,0.0,1,Clear,sky is clear,13-03-2014 14:00
11238,5884,,281.15,0.0,0.0,1,Clear,sky is clear,13-03-2014 15:00
11239,6598,,281.78,0.0,0.0,20,Clouds,few clouds,13-03-2014 16:00
11240,5988,,281.77,0.0,0.0,20,Clouds,few clouds,13-03-2014 17:00
11241,4523,,281.86,0.0,0.0,40,Clouds,scattered clouds,13-03-2014 18:00
11242,3382,,280.89,0.0,0.0,20,Clouds,few clouds,13-03-2014 19:00
11243,3068,,280.43,0.0,0.0,20,Clouds,few clouds,13-03-2014 20:00
11244,3788,,279.52,0.0,0.0,20,Clouds,few clouds,13-03-2014 21:00
11245,3180,,279.27,0.0,0.0,20,Clouds,few clouds,13-03-2014 22:00
11246,1290,,279.15,0.0,0.0,75,Clouds,broken clouds,13-03-2014 23:00
11247,673,,278.97,0.0,0.0,20,Clouds,few clouds,14-03-2014 00:00
11248,412,,279.02,0.0,0.0,20,Clouds,few clouds,14-03-2014 01:00
11249,303,,278.65,0.0,0.0,75,Clouds,broken clouds,14-03-2014 02:00
11250,394,,277.57,0.0,0.0,75,Clouds,broken clouds,14-03-2014 03:00
11251,719,,277.17,0.0,0.0,75,Clouds,broken clouds,14-03-2014 04:00
11252,2428,,276.82,0.0,0.0,75,Clouds,broken clouds,14-03-2014 05:00
11253,5249,,276.2,0.0,0.0,75,Clouds,broken clouds,14-03-2014 06:00
11254,6085,,276.01,0.0,0.0,75,Clouds,broken clouds,14-03-2014 07:00
11255,5727,,275.72,0.0,0.0,75,Clouds,broken clouds,14-03-2014 08:00
11256,5088,,275.76,0.0,0.0,90,Clouds,overcast clouds,14-03-2014 09:00
11257,4702,,276.22,0.0,0.0,75,Clouds,broken clouds,14-03-2014 10:00
11258,5220,,276.96,0.0,0.0,90,Clouds,overcast clouds,14-03-2014 11:00
11259,5419,,277.61,0.0,0.0,90,Clouds,overcast clouds,14-03-2014 12:00
11260,5586,,277.86,0.0,0.0,90,Clouds,overcast clouds,14-03-2014 13:00
11261,5589,,278.34,0.0,0.0,75,Clouds,broken clouds,14-03-2014 14:00
11262,5925,,278.36,0.0,0.0,75,Clouds,broken clouds,14-03-2014 15:00
11263,6316,,277.37,0.0,0.0,75,Clouds,broken clouds,14-03-2014 16:00
11264,5744,,276.67,0.0,0.0,40,Clouds,scattered clouds,14-03-2014 17:00
11265,4490,,275.72,0.0,0.0,20,Clouds,few clouds,14-03-2014 18:00
11266,3737,,274.46,0.0,0.0,1,Clear,sky is clear,14-03-2014 19:00
11267,3012,,273.45,0.0,0.0,1,Clear,sky is clear,14-03-2014 20:00
11268,2863,,272.47,0.0,0.0,1,Clear,sky is clear,14-03-2014 21:00
11269,2505,,271.57,0.0,0.0,1,Clear,sky is clear,14-03-2014 22:00
11270,1627,,270.83,0.0,0.0,20,Clouds,few clouds,14-03-2014 23:00
11271,998,,269.66,0.0,0.0,20,Clouds,few clouds,15-03-2014 00:00
11272,632,,269.09,0.0,0.0,1,Clear,sky is clear,15-03-2014 01:00
11273,519,,268.38,0.0,0.0,20,Clouds,few clouds,15-03-2014 02:00
11274,355,,267.72,0.0,0.0,75,Clouds,broken clouds,15-03-2014 03:00
11275,372,,267.19,0.0,0.0,75,Clouds,broken clouds,15-03-2014 04:00
11276,656,,266.38,0.0,0.0,75,Clouds,broken clouds,15-03-2014 05:00
11277,1231,,266.19,0.0,0.0,40,Clouds,scattered clouds,15-03-2014 06:00
11278,2143,,265.7,0.0,0.0,75,Clouds,broken clouds,15-03-2014 07:00
11279,3299,,266.03,0.0,0.0,90,Clouds,overcast clouds,15-03-2014 08:00
11280,3641,,266.77,0.0,0.0,90,Clouds,overcast clouds,15-03-2014 09:00
11281,4043,,268.22,0.0,0.0,90,Clouds,overcast clouds,15-03-2014 10:00
11282,4380,,269.78,0.0,0.0,75,Clouds,broken clouds,15-03-2014 11:00
11283,4636,,270.54,0.0,0.0,75,Clouds,broken clouds,15-03-2014 12:00
11284,4734,,271.07,0.0,0.0,90,Clouds,overcast clouds,15-03-2014 13:00
11285,4794,,271.48,0.0,0.0,90,Clouds,overcast clouds,15-03-2014 14:00
11286,4893,,271.76,0.0,0.0,90,Clouds,overcast clouds,15-03-2014 15:00
11287,4548,,271.97,0.0,0.0,90,Clouds,overcast clouds,15-03-2014 16:00
11288,4531,,272.05,0.0,0.0,75,Clouds,broken clouds,15-03-2014 17:00
11289,4126,,271.81,0.0,0.0,75,Clouds,broken clouds,15-03-2014 18:00
11290,3647,,270.73,0.0,0.0,75,Clouds,broken clouds,15-03-2014 19:00
11291,3003,,269.8,0.0,0.0,75,Clouds,broken clouds,15-03-2014 20:00
11292,3252,,269.25,0.0,0.0,75,Clouds,broken clouds,15-03-2014 21:00
11293,4358,,268.29,0.0,0.0,75,Clouds,broken clouds,15-03-2014 22:00
11294,2172,,267.3,0.0,0.0,20,Clouds,few clouds,15-03-2014 23:00
11295,1400,,266.49,0.0,0.0,1,Clear,sky is clear,16-03-2014 00:00
11296,981,,265.64,0.0,0.0,1,Clear,sky is clear,16-03-2014 01:00
11297,683,,264.77,0.0,0.0,1,Clear,sky is clear,16-03-2014 02:00
11298,368,,263.77,0.0,0.0,1,Clear,sky is clear,16-03-2014 03:00
11299,294,,263.58,0.0,0.0,1,Clear,sky is clear,16-03-2014 04:00
11300,438,,262.14,0.0,0.0,1,Clear,sky is clear,16-03-2014 05:00
11301,737,,261.86,0.0,0.0,1,Clear,sky is clear,16-03-2014 06:00
11302,1022,,261.29,0.0,0.0,1,Clear,sky is clear,16-03-2014 07:00
11303,1738,,261.29,0.0,0.0,1,Clear,sky is clear,16-03-2014 08:00
11304,2693,,262.78,0.0,0.0,1,Clear,sky is clear,16-03-2014 09:00
11305,3726,,263.97,0.0,0.0,1,Clear,sky is clear,16-03-2014 10:00
11306,3757,,264.95,0.0,0.0,1,Clear,sky is clear,16-03-2014 11:00
11307,4331,,266.1,0.0,0.0,1,Clear,sky is clear,16-03-2014 12:00
11308,4429,,267.5,0.0,0.0,1,Clear,sky is clear,16-03-2014 13:00
